,User_id,Item_id,Rating,user,item,rating
2663,U002664,['H000796'],4.8,2663,1017,4.8
2664,U002665,"['H000796', 'H000889', 'H001272']",4.7,2664,1016,4.7
2665,U002666,['H000796'],4.8,2665,1017,4.8
2666,U002667,['H000796'],4.8,2666,1017,4.8
2667,U002668,['H000558'],4.0,2667,709,4.0
2668,U002669,['H000935'],4.0,2668,1215,4.0
2669,U002670,['H000935'],4.0,2669,1215,4.0
2670,U002671,['H000935'],4.0,2670,1215,4.0
2671,U002672,['H000935'],4.0,2671,1215,4.0
2672,U002673,['H000935'],4.0,2672,1215,4.0
2673,U002674,['H000935'],4.0,2673,1215,4.0
2674,U002675,['H000935'],4.0,2674,1215,4.0
2675,U002676,['H000282'],3.5,2675,342,3.5
2676,U002677,['H000282'],3.5,2676,342,3.5
2677,U002678,['H000282'],3.5,2677,342,3.5
2678,U002679,"['H000282', 'H000929']",3.25,2678,341,3.25
2679,U002680,['H000282'],3.5,2679,342,3.5
2680,U002681,['H000563'],4.0,2680,714,4.0
2681,U002682,['H000908'],5.0,2681,1179,5.0
2682,U002683,['H000908'],5.0,2682,1179,5.0
2683,U002684,['H000766'],4.7,2683,973,4.7
2684,U002685,['H000766'],4.7,2684,973,4.7
2685,U002686,['H000720'],5.0,2685,914,5.0
2686,U002687,['H000720'],5.0,2686,914,5.0
2687,U002688,['H000720'],5.0,2687,914,5.0
2688,U002689,['H000720'],5.0,2688,914,5.0
2689,U002690,['H000462'],5.0,2689,571,5.0
2690,U002691,['H000462'],5.0,2690,571,5.0
2691,U002692,['H000324'],2.0,2691,390,2.0
2692,U002693,['H000324'],2.0,2692,390,2.0
2693,U002694,['H000324'],2.0,2693,390,2.0
2694,U002695,['H000324'],2.0,2694,390,2.0
2695,U002696,['H000324'],2.0,2695,390,2.0
2696,U002697,['H000324'],2.0,2696,390,2.0
2697,U002698,['H000324'],2.0,2697,390,2.0
2698,U002699,['H000324'],2.0,2698,390,2.0
2699,U002700,['H000324'],2.0,2699,390,2.0
2700,U002701,['H000324'],2.0,2700,390,2.0
2701,U002702,['H000324'],2.0,2701,390,2.0
2702,U002703,['H000324'],2.0,2702,390,2.0
2703,U002704,['H000324'],2.0,2703,390,2.0
2704,U002705,['H000324'],2.0,2704,390,2.0
2705,U002706,['H000324'],2.0,2705,390,2.0
2706,U002707,['H000324'],2.0,2706,390,2.0
2707,U002708,"['H001029', 'H000976']",3.15,2707,1335,3.15
2708,U002709,['H001029'],4.3,2708,1336,4.3
2709,U002710,['H001029'],4.3,2709,1336,4.3
2710,U002711,['H001029'],4.3,2710,1336,4.3
2711,U002712,['H001029'],4.3,2711,1336,4.3
2712,U002713,['H001029'],4.3,2712,1336,4.3
2713,U002714,['H001029'],4.3,2713,1336,4.3
2714,U002715,['H001029'],4.3,2714,1336,4.3
2715,U002716,['H001029'],4.3,2715,1336,4.3
2716,U002717,['H001029'],4.3,2716,1336,4.3
2717,U002718,['H001029'],4.3,2717,1336,4.3
2718,U002719,['H001029'],4.3,2718,1336,4.3
2719,U002720,['H001029'],4.3,2719,1336,4.3
2720,U002721,['H001029'],4.3,2720,1336,4.3
2721,U002722,['H001029'],4.3,2721,1336,4.3
2722,U002723,['H000397'],4.5,2722,477,4.5
2723,U002724,['H000397'],4.5,2723,477,4.5
2724,U002725,['H000397'],4.5,2724,477,4.5
2725,U002726,['H000397'],4.5,2725,477,4.5
2726,U002727,['H000397'],4.5,2726,477,4.5
2727,U002728,['H000397'],4.5,2727,477,4.5
2728,U002729,['H000397'],4.5,2728,477,4.5
2729,U002730,['H000397'],4.5,2729,477,4.5
2730,U002731,['H000397'],4.5,2730,477,4.5
2731,U002732,['H000397'],4.5,2731,477,4.5
2732,U002733,['H000397'],4.5,2732,477,4.5
2733,U002734,['H000415'],4.2,2733,506,4.2
2734,U002735,['H000415'],4.2,2734,506,4.2
2735,U002736,['H000415'],4.2,2735,506,4.2
2736,U002737,['H000415'],4.2,2736,506,4.2
2737,U002738,['H000415'],4.2,2737,506,4.2
2738,U002739,['H000415'],4.2,2738,506,4.2
2739,U002740,['H000415'],4.2,2739,506,4.2
2740,U002741,['H000935'],4.0,2740,1215,4.0
2741,U002742,['H000935'],4.0,2741,1215,4.0
2742,U002743,"['H000935', 'H001261']",4.0,2742,1214,4.0
2743,U002744,['H000487'],2.0,2743,616,2.0
2744,U002745,['H000487'],2.0,2744,616,2.0
2745,U002746,['H000487'],2.0,2745,616,2.0
2746,U002747,['H000487'],2.0,2746,616,2.0
2747,U002748,['H000487'],2.0,2747,616,2.0
2748,U002749,['H000487'],2.0,2748,616,2.0
2749,U002750,['H000487'],2.0,2749,616,2.0
2750,U002751,['H000487'],2.0,2750,616,2.0
2751,U002752,"['H000487', 'H000538']",3.5,2751,614,3.5
2752,U002753,['H000487'],2.0,2752,616,2.0
2753,U002754,['H000487'],2.0,2753,616,2.0
2754,U002755,"['H000487', 'H000227']",3.0,2754,612,3.0
2755,U002756,['H000487'],2.0,2755,616,2.0
2756,U002757,['H000487'],2.0,2756,616,2.0
2757,U002758,['H000487'],2.0,2757,616,2.0
2758,U002759,['H000487'],2.0,2758,616,2.0
2759,U002760,"['H000487', 'H000171', 'H000061']",3.633333333333333,2759,611,3.6333334
2760,U002761,['H000487'],2.0,2760,616,2.0
2761,U002762,['H000487'],2.0,2761,616,2.0
2762,U002763,"['H000487', 'H000853']",3.5,2762,615,3.5
2763,U002764,"['H000487', 'H000503']",3.4,2763,613,3.4
2764,U002765,['H000721'],4.0,2764,915,4.0
2765,U002766,['H000999'],4.6,2765,1291,4.6
2766,U002767,['H000999'],4.6,2766,1291,4.6
2767,U002768,['H000624'],2.0,2767,792,2.0
2768,U002769,['H000786'],4.0,2768,1005,4.0
2769,U002770,['H001065'],3.0,2769,1379,3.0
2770,U002771,['H000795'],5.0,2770,1015,5.0
2771,U002772,['H000990'],4.0,2771,1280,4.0
2772,U002773,['H001150'],5.0,2772,1470,5.0
2773,U002774,['H001171'],5.0,2773,1500,5.0
2774,U002775,['H001171'],5.0,2774,1500,5.0
2775,U002776,['H001171'],5.0,2775,1500,5.0
2776,U002777,['H001171'],5.0,2776,1500,5.0
2777,U002778,['H001171'],5.0,2777,1500,5.0
2778,U002779,['H001171'],5.0,2778,1500,5.0
2779,U002780,['H001171'],5.0,2779,1500,5.0
2780,U002781,"['H001171', 'H001006']",5.0,2780,1498,5.0
2781,U002782,['H001171'],5.0,2781,1500,5.0
2782,U002783,['H001171'],5.0,2782,1500,5.0
2783,U002784,['H001171'],5.0,2783,1500,5.0
2784,U002785,['H001171'],5.0,2784,1500,5.0
2785,U002786,['H001171'],5.0,2785,1500,5.0
2786,U002787,['H001171'],5.0,2786,1500,5.0
2787,U002788,['H001171'],5.0,2787,1500,5.0
2788,U002789,['H001171'],5.0,2788,1500,5.0
2789,U002790,['H001171'],5.0,2789,1500,5.0
2790,U002791,['H001171'],5.0,2790,1500,5.0
2791,U002792,['H001171'],5.0,2791,1500,5.0
2792,U002793,['H001171'],5.0,2792,1500,5.0
2793,U002794,['H001171'],5.0,2793,1500,5.0
2794,U002795,['H001171'],5.0,2794,1500,5.0
2795,U002796,['H001171'],5.0,2795,1500,5.0
2796,U002797,['H001171'],5.0,2796,1500,5.0
2797,U002798,['H001171'],5.0,2797,1500,5.0
2798,U002799,['H001171'],5.0,2798,1500,5.0
2799,U002800,['H001171'],5.0,2799,1500,5.0
2800,U002801,['H001171'],5.0,2800,1500,5.0
2801,U002802,['H001171'],5.0,2801,1500,5.0
2802,U002803,['H001171'],5.0,2802,1500,5.0
2803,U002804,['H001171'],5.0,2803,1500,5.0
2804,U002805,['H001171'],5.0,2804,1500,5.0
2805,U002806,['H001171'],5.0,2805,1500,5.0
2806,U002807,['H001171'],5.0,2806,1500,5.0
2807,U002808,['H001171'],5.0,2807,1500,5.0
2808,U002809,"['H001171', 'H000147']",5.0,2808,1497,5.0
2809,U002810,['H001171'],5.0,2809,1500,5.0
2810,U002811,['H001171'],5.0,2810,1500,5.0
2811,U002812,['H001171'],5.0,2811,1500,5.0
2812,U002813,['H001171'],5.0,2812,1500,5.0
2813,U002814,['H001171'],5.0,2813,1500,5.0
2814,U002815,['H001171'],5.0,2814,1500,5.0
2815,U002816,['H001171'],5.0,2815,1500,5.0
2816,U002817,['H001171'],5.0,2816,1500,5.0
2817,U002818,['H001171'],5.0,2817,1500,5.0
2818,U002819,['H001171'],5.0,2818,1500,5.0
2819,U002820,['H001171'],5.0,2819,1500,5.0
2820,U002821,['H001171'],5.0,2820,1500,5.0
2821,U002822,['H001171'],5.0,2821,1500,5.0
2822,U002823,['H001171'],5.0,2822,1500,5.0
2823,U002824,['H001171'],5.0,2823,1500,5.0
2824,U002825,"['H001171', 'H001008', 'H001006', 'H000515']",4.925,2824,1499,4.925
2825,U002826,['H001171'],5.0,2825,1500,5.0
2826,U002827,['H001171'],5.0,2826,1500,5.0
2827,U002828,"['H000345', 'H000861']",3.6,2827,413,3.6
2828,U002829,['H000379'],3.4,2828,452,3.4
2829,U002830,['H000968'],4.3,2829,1252,4.3
2830,U002831,['H000968'],4.3,2830,1252,4.3
2831,U002832,['H000968'],4.3,2831,1252,4.3
2832,U002833,['H000968'],4.3,2832,1252,4.3
2833,U002834,['H000951'],1.9,2833,1232,1.9
2834,U002835,['H000951'],1.9,2834,1232,1.9
2835,U002836,['H001274'],5.0,2835,1616,5.0
2836,U002837,['H001274'],5.0,2836,1616,5.0
2837,U002838,['H001274'],5.0,2837,1616,5.0
2838,U002839,['H001274'],5.0,2838,1616,5.0
2839,U002840,['H001274'],5.0,2839,1616,5.0
2840,U002841,['H001133'],3.0,2840,1455,3.0
2841,U002842,['H001008'],5.0,2841,1306,5.0
2842,U002843,['H001008'],5.0,2842,1306,5.0
2843,U002844,['H001008'],5.0,2843,1306,5.0
2844,U002845,['H001008'],5.0,2844,1306,5.0
2845,U002846,['H001008'],5.0,2845,1306,5.0
2846,U002847,['H001008'],5.0,2846,1306,5.0
2847,U002848,['H001008'],5.0,2847,1306,5.0
2848,U002849,['H001008'],5.0,2848,1306,5.0
2849,U002850,['H001008'],5.0,2849,1306,5.0
2850,U002851,['H001008'],5.0,2850,1306,5.0
2851,U002852,['H001008'],5.0,2851,1306,5.0
2852,U002853,['H001008'],5.0,2852,1306,5.0
2853,U002854,['H001008'],5.0,2853,1306,5.0
2854,U002855,['H001008'],5.0,2854,1306,5.0
2855,U002856,"['H001008', 'H000314']",4.6,2855,1304,4.6
2856,U002857,['H001008'],5.0,2856,1306,5.0
2857,U002858,['H001008'],5.0,2857,1306,5.0
2858,U002859,['H001008'],5.0,2858,1306,5.0
2859,U002860,['H001008'],5.0,2859,1306,5.0
2860,U002861,['H001008'],5.0,2860,1306,5.0
2861,U002862,['H001008'],5.0,2861,1306,5.0
2862,U002863,['H001008'],5.0,2862,1306,5.0
2863,U002864,['H001008'],5.0,2863,1306,5.0
2864,U002865,['H001008'],5.0,2864,1306,5.0
2865,U002866,['H001008'],5.0,2865,1306,5.0
2866,U002867,['H001008'],5.0,2866,1306,5.0
2867,U002868,['H001008'],5.0,2867,1306,5.0
2868,U002869,['H001008'],5.0,2868,1306,5.0
2869,U002870,['H001008'],5.0,2869,1306,5.0
2870,U002871,['H001008'],5.0,2870,1306,5.0
2871,U002872,"['H001008', 'H000603']",4.75,2871,1305,4.75
2872,U002873,['H001008'],5.0,2872,1306,5.0
2873,U002874,['H001008'],5.0,2873,1306,5.0
2874,U002875,['H001008'],5.0,2874,1306,5.0
2875,U002876,['H001008'],5.0,2875,1306,5.0
2876,U002877,['H001008'],5.0,2876,1306,5.0
2877,U002878,['H001008'],5.0,2877,1306,5.0
2878,U002879,['H001008'],5.0,2878,1306,5.0
2879,U002880,['H001008'],5.0,2879,1306,5.0
2880,U002881,['H001008'],5.0,2880,1306,5.0
2881,U002882,['H001008'],5.0,2881,1306,5.0
2882,U002883,['H001146'],4.0,2882,1466,4.0
2883,U002884,['H000574'],4.6,2883,727,4.6
2884,U002885,['H000574'],4.6,2884,727,4.6
2885,U002886,['H000149'],4.7,2885,186,4.7
2886,U002887,['H000149'],4.7,2886,186,4.7
2887,U002888,['H000149'],4.7,2887,186,4.7
2888,U002889,['H000149'],4.7,2888,186,4.7
2889,U002890,"['H000149', 'H000224']",4.45,2889,183,4.45
2890,U002891,['H000149'],4.7,2890,186,4.7
2891,U002892,['H000149'],4.7,2891,186,4.7
2892,U002893,['H000149'],4.7,2892,186,4.7
2893,U002894,['H000149'],4.7,2893,186,4.7
2894,U002895,['H000149'],4.7,2894,186,4.7
2895,U002896,['H000149'],4.7,2895,186,4.7
2896,U002897,['H000149'],4.7,2896,186,4.7
2897,U002898,['H000149'],4.7,2897,186,4.7
2898,U002899,"['H000149', 'H000511']",4.85,2898,184,4.85
2899,U002900,['H000149'],4.7,2899,186,4.7
2900,U002901,['H000149'],4.7,2900,186,4.7
2901,U002902,['H000149'],4.7,2901,186,4.7
2902,U002903,['H000149'],4.7,2902,186,4.7
2903,U002904,['H000149'],4.7,2903,186,4.7
2904,U002905,['H000149'],4.7,2904,186,4.7
2905,U002906,['H000149'],4.7,2905,186,4.7
2906,U002907,['H000149'],4.7,2906,186,4.7
2907,U002908,['H000149'],4.7,2907,186,4.7
2908,U002909,['H000149'],4.7,2908,186,4.7
2909,U002910,['H000149'],4.7,2909,186,4.7
2910,U002911,['H000149'],4.7,2910,186,4.7
2911,U002912,['H000149'],4.7,2911,186,4.7
2912,U002913,['H000149'],4.7,2912,186,4.7
2913,U002914,['H000149'],4.7,2913,186,4.7
2914,U002915,"['H000149', 'H000697', 'H000475', 'H000203', 'H000748', 'H000091']",4.433333333333334,2914,185,4.4333334
2915,U002916,['H000149'],4.7,2915,186,4.7
2916,U002917,['H000149'],4.7,2916,186,4.7
2917,U002918,['H000149'],4.7,2917,186,4.7
2918,U002919,['H000149'],4.7,2918,186,4.7
2919,U002920,['H000350'],4.0,2919,417,4.0
2920,U002921,['H000350'],4.0,2920,417,4.0
2921,U002922,['H000350'],4.0,2921,417,4.0
2922,U002923,['H000350'],4.0,2922,417,4.0
2923,U002924,['H000350'],4.0,2923,417,4.0
2924,U002925,['H001224'],1.0,2924,1561,1.0
2925,U002926,['H001053'],4.4,2925,1365,4.4
2926,U002927,['H000036'],5.0,2926,48,5.0
2927,U002928,['H001117'],1.0,2927,1435,1.0
2928,U002929,['H001117'],1.0,2928,1435,1.0
2929,U002930,['H001117'],1.0,2929,1435,1.0
2930,U002931,['H000227'],4.0,2930,275,4.0
2931,U002932,['H000570'],2.0,2931,723,2.0
2932,U002933,['H000570'],2.0,2932,723,2.0
2933,U002934,['H000570'],2.0,2933,723,2.0
2934,U002935,['H000570'],2.0,2934,723,2.0
2935,U002936,['H000570'],2.0,2935,723,2.0
2936,U002937,['H000570'],2.0,2936,723,2.0
2937,U002938,['H000570'],2.0,2937,723,2.0
2938,U002939,['H000570'],2.0,2938,723,2.0
2939,U002940,['H000570'],2.0,2939,723,2.0
2940,U002941,['H000570'],2.0,2940,723,2.0
2941,U002942,['H000570'],2.0,2941,723,2.0
2942,U002943,['H000570'],2.0,2942,723,2.0
2943,U002944,['H000570'],2.0,2943,723,2.0
2944,U002945,['H000570'],2.0,2944,723,2.0
2945,U002946,['H000570'],2.0,2945,723,2.0
2946,U002947,['H000570'],2.0,2946,723,2.0
2947,U002948,['H000570'],2.0,2947,723,2.0
2948,U002949,['H000570'],2.0,2948,723,2.0
2949,U002950,['H000570'],2.0,2949,723,2.0
2950,U002951,['H000570'],2.0,2950,723,2.0
2951,U002952,['H000570'],2.0,2951,723,2.0
2952,U002953,['H000570'],2.0,2952,723,2.0
2953,U002954,['H000570'],2.0,2953,723,2.0
2954,U002955,['H001024'],4.0,2954,1327,4.0
2955,U002956,['H001024'],4.0,2955,1327,4.0
2956,U002957,['H001024'],4.0,2956,1327,4.0
2957,U002958,['H001024'],4.0,2957,1327,4.0
2958,U002959,['H001024'],4.0,2958,1327,4.0
2959,U002960,['H001024'],4.0,2959,1327,4.0
2960,U002961,['H001024'],4.0,2960,1327,4.0
2961,U002962,['H001024'],4.0,2961,1327,4.0
2962,U002963,['H001024'],4.0,2962,1327,4.0
2963,U002964,['H001024'],4.0,2963,1327,4.0
2964,U002965,"['H001024', 'H000645']",3.45,2964,1326,3.45
2965,U002966,['H001024'],4.0,2965,1327,4.0
2966,U002967,['H000511'],5.0,2966,656,5.0
2967,U002968,"['H000511', 'H000763', 'H000763']",4.0,2967,655,4.0
2968,U002969,['H000511'],5.0,2968,656,5.0
2969,U002970,['H000511'],5.0,2969,656,5.0
2970,U002971,['H000511'],5.0,2970,656,5.0
2971,U002972,['H000511'],5.0,2971,656,5.0
2972,U002973,['H000511'],5.0,2972,656,5.0
2973,U002974,['H000511'],5.0,2973,656,5.0
2974,U002975,['H000511'],5.0,2974,656,5.0
2975,U002976,['H000511'],5.0,2975,656,5.0
2976,U002977,['H000511'],5.0,2976,656,5.0
2977,U002978,['H000511'],5.0,2977,656,5.0
2978,U002979,['H000511'],5.0,2978,656,5.0
2979,U002980,['H000511'],5.0,2979,656,5.0
2980,U002981,['H000511'],5.0,2980,656,5.0
2981,U002982,['H000511'],5.0,2981,656,5.0
2982,U002983,['H000511'],5.0,2982,656,5.0
2983,U002984,['H000511'],5.0,2983,656,5.0
2984,U002985,['H000511'],5.0,2984,656,5.0
2985,U002986,['H000511'],5.0,2985,656,5.0
2986,U002987,['H000511'],5.0,2986,656,5.0
2987,U002988,['H000511'],5.0,2987,656,5.0
2988,U002989,['H000511'],5.0,2988,656,5.0
2989,U002990,['H000511'],5.0,2989,656,5.0
2990,U002991,['H000511'],5.0,2990,656,5.0
2991,U002992,['H000511'],5.0,2991,656,5.0
2992,U002993,['H000511'],5.0,2992,656,5.0
2993,U002994,['H000511'],5.0,2993,656,5.0
2994,U002995,['H000511'],5.0,2994,656,5.0
2995,U002996,['H000511'],5.0,2995,656,5.0
2996,U002997,['H000511'],5.0,2996,656,5.0
2997,U002998,['H000511'],5.0,2997,656,5.0
2998,U002999,['H000511'],5.0,2998,656,5.0
2999,U003000,['H000511'],5.0,2999,656,5.0
3000,U003001,['H000511'],5.0,3000,656,5.0
3001,U003002,['H000511'],5.0,3001,656,5.0
3002,U003003,['H000511'],5.0,3002,656,5.0
3003,U003004,['H000511'],5.0,3003,656,5.0
3004,U003005,['H001013'],4.0,3004,1311,4.0
3005,U003006,['H001013'],4.0,3005,1311,4.0
3006,U003007,['H001013'],4.0,3006,1311,4.0
3007,U003008,['H001013'],4.0,3007,1311,4.0
3008,U003009,['H001013'],4.0,3008,1311,4.0
3009,U003010,['H001013'],4.0,3009,1311,4.0
3010,U003011,['H001013'],4.0,3010,1311,4.0
3011,U003012,['H001013'],4.0,3011,1311,4.0
3012,U003013,['H001013'],4.0,3012,1311,4.0
3013,U003014,['H001013'],4.0,3013,1311,4.0
3014,U003015,['H001013'],4.0,3014,1311,4.0
3015,U003016,['H001013'],4.0,3015,1311,4.0
3016,U003017,['H001013'],4.0,3016,1311,4.0
3017,U003018,['H001013'],4.0,3017,1311,4.0
3018,U003019,['H001013'],4.0,3018,1311,4.0
3019,U003020,['H001013'],4.0,3019,1311,4.0
3020,U003021,['H001013'],4.0,3020,1311,4.0
3021,U003022,['H001013'],4.0,3021,1311,4.0
3022,U003023,['H001013'],4.0,3022,1311,4.0
3023,U003024,['H001013'],4.0,3023,1311,4.0
3024,U003025,['H001013'],4.0,3024,1311,4.0
3025,U003026,['H001013'],4.0,3025,1311,4.0
3026,U003027,['H001013'],4.0,3026,1311,4.0
3027,U003028,['H001013'],4.0,3027,1311,4.0
3028,U003029,['H001013'],4.0,3028,1311,4.0
3029,U003030,['H001013'],4.0,3029,1311,4.0
3030,U003031,['H001013'],4.0,3030,1311,4.0
3031,U003032,['H001013'],4.0,3031,1311,4.0
3032,U003033,['H001013'],4.0,3032,1311,4.0
3033,U003034,['H001013'],4.0,3033,1311,4.0
3034,U003035,['H001013'],4.0,3034,1311,4.0
3035,U003036,['H000465'],3.3,3035,575,3.3
3036,U003037,"['H000465', 'H000798', 'H000860', 'H000599']",2.8,3036,574,2.8
3037,U003038,['H000465'],3.3,3037,575,3.3
3038,U003039,['H000465'],3.3,3038,575,3.3
3039,U003040,['H000786'],4.0,3039,1005,4.0
3040,U003041,['H000786'],4.0,3040,1005,4.0
3041,U003042,['H000698'],3.0,3041,892,3.0
3042,U003043,['H000698'],3.0,3042,892,3.0
3043,U003044,['H000040'],5.0,3043,62,5.0
3044,U003045,['H000508'],3.4,3044,646,3.4
3045,U003046,['H000049'],2.0,3045,74,2.0
3046,U003047,['H000322'],2.5,3046,388,2.5
3047,U003048,['H000322'],2.5,3047,388,2.5
3048,U003049,['H000684'],5.0,3048,873,5.0
3049,U003050,['H000684'],5.0,3049,873,5.0
3050,U003051,['H000075'],5.0,3050,106,5.0
3051,U003052,['H000337'],2.2,3051,405,2.2
3052,U003053,['H000047'],5.0,3052,72,5.0
3053,U003054,['H000026'],3.6,3053,36,3.6
3054,U003055,['H000446'],5.0,3054,557,5.0
3055,U003056,['H000205'],5.0,3055,250,5.0
3056,U003057,['H000205'],5.0,3056,250,5.0
3057,U003058,['H000205'],5.0,3057,250,5.0
3058,U003059,['H000172'],2.0,3058,213,2.0
3059,U003060,['H000162'],2.4,3059,200,2.4
3060,U003061,['H000003'],5.0,3060,4,5.0
3061,U003062,['H000003'],5.0,3061,4,5.0
3062,U003063,['H000724'],3.0,3062,918,3.0
3063,U003064,['H001265'],4.0,3063,1606,4.0
3064,U003065,"['H001265', 'H000555', 'H001053']",4.466666666666667,3064,1605,4.4666667
3065,U003066,['H001265'],4.0,3065,1606,4.0
3066,U003067,['H000979'],5.0,3066,1267,5.0
3067,U003068,"['H000979', 'H000886']",5.0,3067,1266,5.0
3068,U003069,['H000596'],3.0,3068,760,3.0
3069,U003070,['H000596'],3.0,3069,760,3.0
3070,U003071,['H000596'],3.0,3070,760,3.0
3071,U003072,"['H000596', 'H000839']",4.0,3071,759,4.0
3072,U003073,['H000535'],1.0,3072,684,1.0
3073,U003074,['H000387'],5.0,3073,464,5.0
3074,U003075,['H000786'],4.0,3074,1005,4.0
3075,U003076,['H000955'],4.0,3075,1237,4.0
3076,U003077,['H000955'],4.0,3076,1237,4.0
3077,U003078,['H000955'],4.0,3077,1237,4.0
3078,U003079,['H001115'],3.2,3078,1433,3.2
3079,U003080,['H000385'],5.0,3079,462,5.0
3080,U003081,['H001114'],1.0,3080,1432,1.0
3081,U003082,['H000951'],1.9,3081,1232,1.9
3082,U003083,['H000466'],1.7,3082,576,1.7
3083,U003084,['H000879'],4.3,3083,1141,4.3
3084,U003085,['H000879'],4.3,3084,1141,4.3
3085,U003086,['H000879'],4.3,3085,1141,4.3
3086,U003087,['H000879'],4.3,3086,1141,4.3
3087,U003088,['H000879'],4.3,3087,1141,4.3
3088,U003089,['H000879'],4.3,3088,1141,4.3
3089,U003090,['H000879'],4.3,3089,1141,4.3
3090,U003091,['H000879'],4.3,3090,1141,4.3
3091,U003092,['H000879'],4.3,3091,1141,4.3
3092,U003093,['H000879'],4.3,3092,1141,4.3
3093,U003094,['H000879'],4.3,3093,1141,4.3
3094,U003095,['H000879'],4.3,3094,1141,4.3
3095,U003096,"['H000449', 'H000252']",4.05,3095,559,4.05
3096,U003097,['H000925'],5.0,3096,1199,5.0
3097,U003098,['H000925'],5.0,3097,1199,5.0
3098,U003099,['H000316'],1.0,3098,382,1.0
3099,U003100,['H000642'],2.0,3099,816,2.0
3100,U003101,['H000529'],1.0,3100,678,1.0
3101,U003102,['H000529'],1.0,3101,678,1.0
3102,U003103,['H000502'],1.7,3102,637,1.7
3103,U003104,['H000334'],4.0,3103,399,4.0
3104,U003105,"['H000598', 'H000069', 'H001006']",5.0,3104,762,5.0
3105,U003106,['H000598'],5.0,3105,763,5.0
3106,U003107,['H000598'],5.0,3106,763,5.0
3107,U003108,['H000705'],4.0,3107,899,4.0
3108,U003109,['H000705'],4.0,3108,899,4.0
3109,U003110,['H001302'],4.5,3109,1647,4.5
3110,U003111,['H000915'],4.6,3110,1189,4.6
3111,U003112,['H000907'],5.0,3111,1178,5.0
3112,U003113,['H000907'],5.0,3112,1178,5.0
3113,U003114,['H000907'],5.0,3113,1178,5.0
3114,U003115,['H000907'],5.0,3114,1178,5.0
3115,U003116,['H000907'],5.0,3115,1178,5.0
3116,U003117,['H000521'],4.0,3116,668,4.0
3117,U003118,['H000975'],4.6,3117,1262,4.6
3118,U003119,['H000109'],5.0,3118,145,5.0
3119,U003120,['H000778'],4.7,3119,992,4.7
3120,U003121,"['H000778', 'H000004', 'H000394', 'H000555', 'H000555']",4.04,3120,991,4.04
3121,U003122,['H000374'],4.5,3121,447,4.5
3122,U003123,"['H000374', 'H001006']",4.75,3122,446,4.75
3123,U003124,['H000094'],5.0,3123,129,5.0
3124,U003125,['H000945'],5.0,3124,1226,5.0
3125,U003126,['H000220'],4.4,3125,268,4.4
3126,U003127,['H000899'],5.0,3126,1165,5.0
3127,U003128,['H000899'],5.0,3127,1165,5.0
3128,U003129,['H000899'],5.0,3128,1165,5.0
3129,U003130,['H000267'],5.0,3129,322,5.0
3130,U003131,['H000376'],1.0,3130,449,1.0
3131,U003132,['H000376'],1.0,3131,449,1.0
3132,U003133,['H000604'],5.0,3132,770,5.0
3133,U003134,['H000878'],4.5,3133,1140,4.5
3134,U003135,['H000878'],4.5,3134,1140,4.5
3135,U003136,['H000878'],4.5,3135,1140,4.5
3136,U003137,"['H000130', 'H000004', 'H000517']",3.8333333333333335,3136,164,3.8333333
3137,U003138,['H000097'],2.9,3137,132,2.9
3138,U003139,['H000647'],5.0,3138,830,5.0
3139,U003140,['H000139'],5.0,3139,173,5.0
3140,U003141,['H000637'],4.0,3140,809,4.0
3141,U003142,['H000528'],2.3,3141,677,2.3
3142,U003143,"['H000528', 'H000951']",2.1,3142,676,2.1
3143,U003144,['H000566'],3.0,3143,717,3.0
3144,U003145,"['H001045', 'H000768']",2.5,3144,1353,2.5
3145,U003146,['H001046'],3.0,3145,1354,3.0
3146,U003147,['H001194'],4.0,3146,1526,4.0
3147,U003148,['H001194'],4.0,3147,1526,4.0
3148,U003149,['H001194'],4.0,3148,1526,4.0
3149,U003150,"['H001194', 'H000126', 'H000525']",3.7,3149,1524,3.7
3150,U003151,['H001194'],4.0,3150,1526,4.0
3151,U003152,['H001194'],4.0,3151,1526,4.0
3152,U003153,['H001194'],4.0,3152,1526,4.0
3153,U003154,['H001194'],4.0,3153,1526,4.0
3154,U003155,"['H001194', 'H000911', 'H000394']",3.5,3154,1525,3.5
3155,U003156,['H001194'],4.0,3155,1526,4.0
3156,U003157,['H000223'],3.5,3156,271,3.5
3157,U003158,['H000810'],5.0,3157,1033,5.0
3158,U003159,['H001089'],4.4,3158,1403,4.4
3159,U003160,['H000103'],5.0,3159,138,5.0
3160,U003161,['H000363'],5.0,3160,434,5.0
3161,U003162,['H000867'],5.0,3161,1128,5.0
3162,U003163,['H000623'],4.7,3162,791,4.7
3163,U003164,['H000623'],4.7,3163,791,4.7
3164,U003165,['H000623'],4.7,3164,791,4.7
3165,U003166,['H001215'],4.0,3165,1550,4.0
3166,U003167,['H000263'],5.0,3166,315,5.0
3167,U003168,['H000262'],5.0,3167,314,5.0
3168,U003169,['H000262'],5.0,3168,314,5.0
3169,U003170,['H000262'],5.0,3169,314,5.0
3170,U003171,['H000293'],4.5,3170,354,4.5
3171,U003172,['H000900'],5.0,3171,1167,5.0
3172,U003173,['H000900'],5.0,3172,1167,5.0
3173,U003174,"['H000900', 'H001208']",4.5,3173,1166,4.5
3174,U003175,['H000400'],5.0,3174,489,5.0
3175,U003176,['H000400'],5.0,3175,489,5.0
